Time,PID,Tickets,Pass,Stride,Runtime
882,7,4,8547,256,19
882,8,8,8547,128,38
882,9,16,8547,64,76
882,10,32,8515,32,151
882,11,32,8515,32,151
882,12,32,8515,32,151
882,13,32,8499,32,148
882,14,32,8499,32,148
1010,1,8,256,128,1
1010,2,8,2346,128,0
1010,5,1,9827,1024,6
1010,4,8,6785,128,1
1010,6,2,9315,512,11
1010,7,4,9315,256,22
1010,8,8,9315,128,44
1010,9,16,9187,64,86
1010,10,32,9187,32,172
1010,11,32,9187,32,172
1010,12,32,9187,32,172
1010,13,32,9203,32,170
1010,14,32,9203,32,170
1143,1,8,256,128,1
1143,2,8,2346,128,0
1143,5,1,10851,1024,7
1143,4,8,7184,128,1
1143,6,2,10339,512,13
1143,7,4,10083,256,25
1143,8,8,9955,128,49
1143,9,16,9955,64,98
1143,10,32,9891,32,194
1143,11,32,9891,32,194
1143,12,32,9891,32,194
1143,13,32,9907,32,192
1143,14,32,9907,32,192
1271,1,8,256,128,1
1271,2,8,2346,128,0
1271,5,1,10851,1024,7
1271,4,8,7568,128,1
1271,6,2,10851,512,14
1271,7,4,10595,256,27
1271,8,8,10595,128,54
1271,9,16,10595,64,108
1271,10,32,10595,32,216
1271,11,32,10595,32,216
1271,12,32,10595,32,216
1271,13,32,10611,32,214
1271,14,32,10611,32,214
1403,1,8,256,128,1
1403,2,8,2346,128,0
1403,5,1,11875,1024,8
1403,4,8,7967,128,1
1403,6,2,11363,512,15
1403,7,4,11363,256,30
1403,8,8,11363,128,60
1403,9,16,11299,64,119
1403,10,32,11299,32,238
1403,11,32,11299,32,238
1403,12,32,11299,32,238
1403,13,32,11315,32,236
1403,14,32,11315,32,236
1531,1,8,256,128,1
1531,2,8,2346,128,0
1531,5,1,12899,1024,9
1531,4,8,8351,128,1
1531,6,2,12387,512,17
1531,7,4,12131,256,33
1531,8,8,12003,128,65
1531,9,16,12003,64,130
1531,10,32,12003,32,260
1531,11,32,11971,32,259
1531,12,32,11971,32,259
1531,13,32,11987,32,257
1531,14,32,11987,32,257
1664,1,8,256,128,1
1664,2,8,2346,128,0
1664,5,1,12899,1024,9
1664,4,8,8750,128,1
1664,6,2,12899,512,18
1664,7,4,12899,256,36
1664,8,8,12771,128,71
1664,9,16,12707,64,141
1664,10,32,12707,32,282
1664,11,32,12707,32,282
1664,12,32,12707,32,282
1664,13,32,12691,32,279
1664,14,32,12691,32,279
1797,1,8,256,128,1
1797,2,8,2346,128,0
1797,5,1,13923,1024,10
1797,4,8,9149,128,1
1797,6,2,13923,512,20
1797,7,4,13411,256,38
1797,8,8,13411,128,76
1797,9,16,13411,64,152
1797,10,32,13411,32,304
1797,11,32,13411,32,304
1797,12,32,13411,32,304
1797,13,32,13427,32,302
1797,14,32,13427,32,302
1925,1,8,256,128,1
1925,2,8,2346,128,0
1925,5,1,14947,1024,11
1925,4,8,9533,128,1
1925,6,2,14435,512,21
1925,7,4,14179,256,41
1925,8,8,14179,128,82
1925,9,16,14115,64,163
1925,10,32,14115,32,326
1925,11,32,14083,32,325
1925,12,32,14083,32,325
1925,13,32,14099,32,323
1925,14,32,14099,32,323
2058,1,8,256,128,1
2058,2,8,2346,128,0
2058,5,1,14947,1024,11
2058,4,8,9932,128,1
2058,6,2,14947,512,22
2058,7,4,14947,256,44
2058,8,8,14819,128,87
2058,9,16,14819,64,174
2058,10,32,14819,32,348
2058,11,32,14819,32,348
2058,12,32,14819,32,348
2058,13,32,14835,32,346
2058,14,32,14803,32,345
2186,1,8,256,128,1
2186,2,8,2346,128,0
2186,5,1,15971,1024,12
2186,4,8,10316,128,1
2186,6,2,15971,512,24
2186,7,4,15715,256,47
2186,8,8,15587,128,93
2186,9,16,15523,64,185
2186,10,32,15491,32,369
2186,11,32,15491,32,369
2186,12,32,15491,32,369
2186,13,32,15507,32,367
2186,14,32,15475,32,366
2319,1,8,256,128,1
2319,2,8,2346,128,0
2319,5,1,16995,1024,13
2319,4,8,10715,128,1
2319,6,2,16483,512,25
2319,7,4,16227,256,49
2319,8,8,16227,128,98
2319,9,16,16227,64,196
2319,10,32,16227,32,392
2319,11,32,16227,32,392
2319,12,32,16195,32,391
2319,13,32,16211,32,389
2319,14,32,16211,32,389
2447,1,8,256,128,1
2447,2,8,2346,128,0
2447,5,1,16995,1024,13
2447,4,8,11099,128,1
2447,6,2,16995,512,26
2447,7,4,16995,256,52
2447,8,8,16995,128,104
2447,9,16,16931,64,207
2447,10,32,16899,32,413
2447,11,32,16899,32,413
2447,12,32,16899,32,413
2447,13,32,16915,32,411
2447,14,32,16883,32,410
2580,1,8,256,128,1
2580,2,8,2346,128,0
2580,5,1,18019,1024,14
2580,4,8,11498,128,1
2580,6,2,18019,512,28
2580,7,4,17763,256,55
2580,8,8,17635,128,109
2580,9,16,17635,64,218
2580,10,32,17603,32,435
2580,11,32,17603,32,435
2580,12,32,17603,32,435
2580,13,32,17619,32,433
2580,14,32,17619,32,433
2713,1,8,256,128,1
2713,2,8,2346,128,0
2713,5,1,19043,1024,15
2713,4,8,11897,128,1
2713,6,2,18531,512,29
2713,7,4,18531,256,58
2713,8,8,18403,128,115
2713,9,16,18339,64,229
2713,10,32,18339,32,458
2713,11,32,18307,32,457
2713,12,32,18307,32,457
2713,13,32,18323,32,455
2713,14,32,18323,32,455
2713,15,8,20045,128,0
2713,16,8,20045,128,0
2713,17,8,20045,128,0
2713,18,8,20045,128,0
2713,19,8,20045,128,0
2713,20,8,20045,128,0
2878,1,8,256,128,1
2878,2,8,2346,128,0
2878,5,1,20067,1024,16
2878,4,8,12353,128,2
2878,6,2,19555,512,31
2878,7,4,19299,256,61
2878,8,8,19299,128,122
2878,9,16,19235,64,243
2878,10,32,19203,32,485
2878,11,32,19203,32,485
2878,12,32,19203,32,485
2878,13,32,19187,32,482
2878,14,32,19187,32,482
2878,15,8,20045,128,0
2878,16,8,20045,128,0
2878,17,8,20045,128,0
2878,18,8,20045,128,0
2878,19,8,20045,128,0
2878,20,8,20045,128,0
3050,1,8,256,128,1
3050,2,8,2346,128,0
3050,5,1,21091,1024,17
3050,4,8,12699,128,2
3050,6,2,20579,512,33
3050,7,4,20323,256,65
3050,8,8,20195,128,129
3050,9,16,20131,64,257
3050,10,32,20099,32,513
3050,11,32,20067,32,512
3050,12,32,20067,32,512
3050,13,32,20083,32,510
3050,14,32,20083,32,510
3050,15,32,20077,32,1
3050,16,32,20077,32,1
3050,17,8,20173,128,1
3050,18,2,20557,512,1
3050,19,8,20173,128,1
3050,20,8,20173,128,1
3219,1,8,256,128,1
3219,2,8,2346,128,0
3219,5,1,21091,1024,17
3219,4,8,13037,128,2
3219,6,2,21091,512,34
3219,7,4,20835,256,67
3219,8,8,20707,128,133
3219,9,16,20707,64,266
3219,10,32,20707,32,532
3219,11,32,20707,32,532
3219,12,32,20707,32,532
3219,13,32,20691,32,529
3219,14,32,20691,32,529
3219,15,32,20717,32,21
3219,16,32,20717,32,21
3219,17,8,20813,128,6
3219,18,2,21069,512,2
3219,19,8,20813,128,6
3219,20,8,20813,128,6
3390,1,8,256,128,1
3390,2,8,2346,128,0
3390,5,1,22115,1024,18
3390,4,8,13379,128,2
3390,6,2,21603,512,35
3390,7,4,21347,256,69
3390,8,8,21347,128,138
3390,9,16,21347,64,276
3390,10,32,21347,32,552
3390,11,32,21347,32,552
3390,12,32,21347,32,552
3390,13,32,21331,32,549
3390,14,32,21331,32,549
3390,15,32,21325,32,40
3390,16,32,21325,32,40
3390,17,8,21453,128,11
3390,18,2,21581,512,3
3390,19,8,21325,128,10
3390,20,8,21325,128,10
3561,1,8,256,128,1
3561,2,8,2346,128,0
3561,5,1,22115,1024,18
3561,4,8,13721,128,2
3561,6,2,22115,512,36
3561,7,4,22115,256,72
3561,8,8,21987,128,143
3561,9,16,21987,64,286
3561,10,32,21955,32,571
3561,11,32,21955,32,571
3561,12,32,21955,32,571
3561,13,32,21971,32,569
3561,14,32,21971,32,569
3561,15,32,21965,32,60
3561,16,32,21965,32,60
3561,17,8,21965,128,15
3561,18,2,22093,512,4
3561,19,8,21965,128,15
3561,20,8,21965,128,15
3731,1,8,256,128,1
3731,2,8,2346,128,0
3731,5,1,23139,1024,19
3731,4,8,14063,128,2
3731,6,2,22627,512,37
3731,7,4,22627,256,74
3731,8,8,22627,128,148
3731,9,16,22627,64,296
3731,10,32,22595,32,591
3731,11,32,22595,32,591
3731,12,32,22563,32,590
3731,13,32,22579,32,588
3731,14,32,22579,32,588
3731,15,32,22573,32,79
3731,16,32,22573,32,79
3731,17,8,22605,128,20
3731,18,2,22605,512,5
3731,19,8,22605,128,20
3731,20,8,22605,128,20
3895,1,8,256,128,1
3895,2,8,2346,128,0
3895,5,1,24163,1024,20
3895,4,8,14391,128,2
3895,6,2,23651,512,39
3895,7,4,23395,256,77
3895,8,8,23267,128,153
3895,9,16,23203,64,305
3895,10,32,23171,32,609
3895,11,32,23171,32,609
3895,12,32,23171,32,609
3895,13,32,23155,32,606
3895,14,32,23155,32,606
3895,15,32,23149,32,97
3895,16,32,23149,32,97
3895,17,8,23245,128,25
3895,18,2,23629,512,7
3895,19,8,23245,128,25
3895,20,8,23245,128,25
4066,1,8,256,128,1
4066,2,8,2346,128,0
4066,5,1,24163,1024,20
4066,4,8,14733,128,2
4066,6,2,24163,512,40
4066,7,4,23907,256,79
4066,8,8,23907,128,158
4066,9,16,23843,64,315
4066,10,32,23779,32,628
4066,11,32,23779,32,628
4066,12,32,23779,32,628
4066,13,32,23795,32,626
4066,14,32,23795,32,626
4066,15,32,23789,32,117
4066,16,32,23789,32,117
4066,17,8,23885,128,30
4066,18,2,24141,512,8
4066,19,8,23885,128,30
4066,20,8,23885,128,30
4236,1,8,256,128,1
4236,2,8,2346,128,0
4236,5,1,25187,1024,21
4236,4,8,15075,128,2
4236,6,2,24675,512,41
4236,7,4,24419,256,81
4236,8,8,24419,128,162
4236,9,16,24419,64,324
4236,10,32,24419,32,648
4236,11,32,24419,32,648
4236,12,32,24419,32,648
4236,13,32,24403,32,645
4236,14,32,24403,32,645
4236,15,32,24429,32,137
4236,16,32,24397,32,136
4236,17,8,24525,128,35
4236,18,2,24653,512,9
4236,19,8,24525,128,35
4236,20,8,24525,128,35
4406,1,8,256,128,1
4406,2,8,2346,128,0
4406,5,1,25187,1024,21
4406,4,8,15417,128,2
4406,6,2,25187,512,42
4406,7,4,25187,256,84
4406,8,8,25059,128,167
4406,9,16,25059,64,334
4406,10,32,25059,32,668
4406,11,32,25059,32,668
4406,12,32,25027,32,667
4406,13,32,25043,32,665
4406,14,32,25043,32,665
4406,15,32,25037,32,156
4406,16,32,25037,32,156
4406,17,8,25037,128,39
4406,18,2,25165,512,10
4406,19,8,25037,128,39
4406,20,8,25037,128,39
4633,1,8,256,128,1
4633,2,8,2346,128,0
4633,5,1,26211,1024,22
4633,4,8,15873,128,2
4633,6,2,26211,512,44
4633,7,4,25955,256,87
4633,8,8,25955,128,174
4633,9,16,25891,64,347
4633,10,32,25859,32,693
4633,11,32,25859,32,693
4633,12,32,25859,32,693
4633,13,32,25843,32,690
4633,14,32,25843,32,690
4633,15,32,25869,32,182
4633,16,32,25869,32,182
4633,17,8,25933,128,46
4633,18,2,26189,512,12
4633,19,8,25933,128,46
4633,20,8,25933,128,46
4804,1,8,256,128,1
4804,2,8,2346,128,0
4804,5,1,27235,1024,23
4804,4,8,16215,128,2
4804,6,2,26723,512,45
4804,7,4,26723,256,90
4804,8,8,26595,128,179
4804,9,16,26531,64,357
4804,10,32,26467,32,712
4804,11,32,26467,32,712
4804,12,32,26467,32,712
4804,13,32,26483,32,710
4804,14,32,26483,32,710
4804,15,32,26477,32,201
4804,16,32,26477,32,201
4804,17,8,26573,128,51
4804,18,2,26701,512,13
4804,19,8,26573,128,51
4804,20,8,26573,128,51
4968,1,8,256,128,1
4968,2,8,2346,128,0
4968,5,1,27235,1024,23
4968,4,8,16543,128,2
4968,6,2,27235,512,46
4968,7,4,27235,256,92
4968,8,8,27107,128,183
4968,9,16,27107,64,366
4968,10,32,27107,32,732
4968,11,32,27107,32,732
4968,12,32,27075,32,731
4968,13,32,27091,32,729
4968,14,32,27091,32,729
4968,15,32,27085,32,220
4968,16,32,27085,32,220
4968,17,8,27085,128,55
4968,18,2,27213,512,14
4968,19,8,27085,128,55
4968,20,8,27085,128,55
5139,1,8,256,128,1
5139,2,8,2346,128,0
5139,5,1,28259,1024,24
5139,4,8,16885,128,2
5139,6,2,27747,512,47
5139,7,4,27747,256,94
5139,8,8,27747,128,188
5139,9,16,27747,64,376
5139,10,32,27715,32,751
5139,11,32,27715,32,751
5139,12,32,27715,32,751
5139,13,32,27699,32,748
5139,14,32,27699,32,748
5139,15,32,27725,32,240
5139,16,32,27725,32,240
5139,17,8,27725,128,60
5139,18,2,27725,512,15
5139,19,8,27725,128,60
5139,20,8,27725,128,60
5310,1,8,256,128,1
5310,2,8,2346,128,0
5310,5,1,29283,1024,25
5310,4,8,17227,128,2
5310,6,2,28771,512,49
5310,7,4,28515,256,97
5310,8,8,28387,128,193
5310,9,16,28323,64,385
5310,10,32,28323,32,770
5310,11,32,28323,32,770
5310,12,32,28323,32,770
5310,13,32,28339,32,768
5310,14,32,28307,32,767
5310,15,32,28333,32,259
5310,16,32,28333,32,259
5310,17,8,28365,128,65
5310,18,2,28749,512,17
5310,19,8,28365,128,65
5310,20,8,28365,128,65
5481,1,8,256,128,1
5481,2,8,2346,128,0
5481,5,1,29283,1024,25
5481,4,8,17569,128,2
5481,6,2,29283,512,50
5481,7,4,29027,256,99
5481,8,8,29027,128,198
5481,9,16,28963,64,395
5481,10,32,28963,32,790
5481,11,32,28963,32,790
5481,12,32,28963,32,790
5481,13,32,28947,32,787
5481,14,32,28947,32,787
5481,15,32,28941,32,278
5481,16,32,28941,32,278
5481,17,8,29005,128,70
5481,18,2,29261,512,18
5481,19,8,29005,128,70
5481,20,8,29005,128,70
5652,1,8,256,128,1
5652,2,8,2346,128,0
5652,5,1,30307,1024,26
5652,4,8,17911,128,2
5652,6,2,29795,512,51
5652,7,4,29795,256,102
5652,8,8,29667,128,203
5652,9,16,29603,64,405
5652,10,32,29571,32,809
5652,11,32,29571,32,809
5652,12,32,29571,32,809
5652,13,32,29555,32,806
5652,14,32,29555,32,806
5652,15,32,29581,32,298
5652,16,32,29581,32,298
5652,17,8,29645,128,75
5652,18,2,29773,512,19
5652,19,8,29645,128,75
5652,20,8,29645,128,75
5823,1,8,256,128,1
5823,2,8,2346,128,0
5823,5,1,30307,1024,26
5823,4,8,18253,128,2
5823,6,2,30307,512,52
5823,7,4,30307,256,104
5823,8,8,30307,128,208
5823,9,16,30243,64,415
5823,10,32,30211,32,829
5823,11,32,30211,32,829
5823,12,32,30179,32,828
5823,13,32,30195,32,826
5823,14,32,30195,32,826
5823,15,32,30189,32,317
5823,16,32,30189,32,317
5823,17,8,30285,128,80
5823,18,2,30285,512,20
5823,19,8,30285,128,80
5823,20,8,30285,128,80
5987,1,8,256,128,1
5987,2,8,2346,128,0
5987,5,1,31331,1024,27
5987,4,8,18581,128,2
5987,6,2,30819,512,53
5987,7,4,30819,256,106
5987,8,8,30819,128,212
5987,9,16,30819,64,424
5987,10,32,30819,32,848
5987,11,32,30819,32,848
5987,12,32,30819,32,848
5987,13,32,30803,32,845
5987,14,32,30803,32,845
5987,15,32,30797,32,336
5987,16,32,30797,32,336
5987,17,8,30797,128,84
5987,18,2,30797,512,21
5987,19,8,30797,128,84
5987,20,8,30797,128,84
